ID,Name,Concepticon_ID,Concepticon_Gloss,NorthEuraLex_Gloss,German,English,Russian
252_companion,companion,,,Kamerad::N,Kamerad [mit dem man Zeit verbringt],companion [with whom one spends time],приятель [близкий знакомый]
253_matter,matter,2214.0,AFFAIR,Angelegenheit::N,"Angelegenheit [Sache, Fall]",matter [affair],дело [НАПР:важное дело]
254_count,count,2945.0,COUNT (QUANTITY),Anzahl::N,Anzahl [zählbarer Dinge],count [quantity counted],"количество [множество, число НАПР:количество/число гостей]"
255_sort,sort,844.0,KIND (THING),Art[Sorte]::N,Art [Sorte],sort [type],вид [разновидность]
256_piece,piece,594.0,PIECE,Stück[von_etwas]::N,Stück [abtrennbarer Teil eines Ganzen],piece [separable part of a larger whole],"кусок [отделённая часть чего-л, НАПР:кусок мяса]"
257_part,part,779.0,PART,Teil::N,Teil [Teilmenge eines Ganzen],part [fraction of a whole],часть [доля некоего целого НАПР:часть урожая]
258_half,half,816.0,HALF,Hälfte::N,Hälfte [einer Menge],half [of a quantity],половина [количества]
259_circle,circle,1467.0,CIRCLE,Kreis::N,Kreis [geometrische Figur],circle [geometric figure],круг [геометрическая фигура]
260_cross,cross,1367.0,CROSS,Kreuz[Symbol]::N,Kreuz [geometrische Figur],cross [geometric figure],крест [геометрическая фигура]
261_line,line,1048.0,LINE,Linie::N,Linie [geometrische Figur],line [geometric figure],линия [геометрическая фигура]
262_stroke,stroke,2993.0,STROKE (OF PEN),Strich::N,Strich [mit einem Schreibgerät gezogen],stroke [drawn with a writing implement],черта [нарисованная]
263_gap,gap,2948.0,GAP (DISTANCE),Abstand::N,Abstand [zwischen Gegenständen],gap [between objects],промежуток [между предметами]
264_distance,distance,2978.0,DISTANCE,Entfernung::N,Entfernung [zwischen zwei Punkten],distance [between two points],расстояние [между точками]
265_area,area,2980.0,AREA,Gegend::N,"Gegend [Gebiet, Bereich]","area [extent of surface, region]",местность [окрестности]
266_space,space,3006.0,SPACE (AVAILABLE),Platz[Freiraum]::N,"Platz [verfügbarer Raum, BSP:in einem Schrank]","space [available space between things, EX:in a closet]","место [между предметами, НАПР:в шкафу]"
267_place,place,723.0,PLACE (POSITION),Ort::N,Ort [definierte Stelle],"place [location, position]","место [пространство, пункт, где что-либо происходит, находится НАПР:место встречи, тёплое место, место в горах]"
268_side,side,682.0,SIDE,Seite::N,Seite [eines Gegenstandes],side [of an object],сторона [бок]
269_middle,middle,1093.0,MIDDLE,Mitte::N,Mitte [mittlerer Teil von etwas],middle [central part of something],середина [центральная часть чего-либо]
270_item,item,2981.0,ITEM,Gegenstand::N,Gegenstand [physisches Objekt],item [physical object],предмет [отдельный материальный объект]
271_thing,thing,738.0,THING,Ding::N,Ding [unterscheidbare Einheit],thing [distinct entity],"вещь [явление действительности, обстоятельство, событие, случай НАПР:произошла странная вещь]"
272_fringe,fringe,2989.0,FRINGE,Rand::N,Rand [peripherer Teil],fringe [peripheral part],край [внешняя часть объекта НАПР: край крыши]
273_edge,edge,863.0,EDGE,Kante::N,Kante [scharfer Rand],edge [sharp terminating border],ребро [пересечение двух граней НАПР:ребро монеты] 
274_corner,corner,192.0,CORNER,Ecke[Gegenstand]::N,"Ecke [hevorstehend, eines Gegenstandes]",corner [external angle],"угол [выступающий, на предмете НАПР:угол стола]"
275_tip,tip,2992.0,TIP (OF OBJECT),Spitze::N,Spitze [eines spitzen Gegenstandes],tip [of a pointy object],кончик [острый конец предмета НАПР:кончик ножа]
276_end,end,742.0,END (OF SPACE),Ende[Gegenstand]::N,Ende [eines langen Gegenstands],end [of a long object],конец [длинного предмета НАПР:верёвки]
277_hole,hole,1667.0,HOLE,Loch::N,Loch [in einem Gegenstand],hole [in an object],дыра [отверстие в предмете]
278_angle,angle,,,Ecke[Zimmer]::N,Ecke [BSP: eines Zimmers],"angle [internal, EX:of a room]","угол [в углублении, НАПР:комнаты]"
279_pattern,pattern,2988.0,PATTERN,Muster::N,Muster [sich wiederholende Struktur],pattern [regular repeated elements],узор [повторяющийся рисунок]
280_size,size,2845.0,SIZE (OF OBJECT),Größe::N,Größe [eines Gegenstandes],size [dimensions of an object],размер [величина объекта]
281_length,length,2537.0,LENGTH,Länge::N,Länge [],length [],длина []
282_height,height,2985.0,HEIGHT,Höhe::N,Höhe [],height [],высота []
283_weight,weight,2466.0,WEIGHT,Gewicht::N,Gewicht [gewogene Masse],weight [mass as measured],вес [тяжесть]
284_amount,amount,2987.0,AMOUNT,Menge::N,Menge [messbare Menge eines Materials],amount [measurable quantity of a material],"количество [величина, объём какого-то материала НАПР:количество воды]"
285_heap,heap,2984.0,HEAP,Haufen::N,Haufen [],heap [],куча []
286_row,row,,,Reihe::N,Reihe [geradlinig angeordnete Objekte],row [line of objects],ряд [объектов расположенных в линию]
287_boat,boat,1844.0,BOAT,Boot::N,Boot [],boat [],лодка []
288_oar,oar,3137.0,OAR,Ruder::N,Ruder [Riemen],oar [rowing implement],весло []
289_sleigh,sleigh,16.0,SLED,Schlitten::N,Schlitten [Fahrzeug auf Kufen],sleigh [],сани [повозка на полозьях]
290_ski,ski,2991.0,SKI,Ski::N,Ski [],ski [],лыжа []
291_campfire,campfire,2986.0,CAMPFIRE,Lagerfeuer::N,Lagerfeuer [],campfire [],костёр []
292_load,load,1679.0,LOAD,Last::N,Last [auf Fahrzeug],load [on a vehicle],тяжесть [груз на повозке]
293_walk,walk,2979.0,WALK (MANNER),Gang::N,Gang [Zurücklegen eines Weges],walk [trip made by walking],ходьба [процесс ходьбы]
294_step,step,,,Schritt::N,Schritt [Einzelschritt],step [single pace],шаг [одно движение ногой при ходьбе
295_north,north,1598.0,NORTH,Norden::N,Norden [],north [],север []
296_south,south,1595.0,SOUTH,Süden::N,Süden [],south [],юг []
297_west,west,1817.0,WEST,Westen::N,Westen [],west [],запад []
298_east,east,1877.0,EAST,Osten::N,Osten [],east [],восток []
299_wood,wood,1803.0,WOOD,Holz[Material]::N,Holz [Material],wood [material],древесина [материал]
300_board,board,1227.0,BOARD,Brett::N,Brett [längliches flaches Stück Holz],"board [long, wide and thin piece of wood]",доска [плоский длинный кусок дерева]
301_slab,slab,2952.0,SLAB,Platte::N,Platte [flacher Gegenstand aus festem Material],slab [flat piece of solid material],плита [плоский кусок твёрдого материала]
302_supportrest,"support, rest",2994.0,SUPPORT (OF OBJECT),Stütze::N,"Stütze [etwas, das Halt gibt]","support, rest [something which keeps upright]","опора, подпорка [удерживающая в устойчивом положении]"
303_pole,pole,281.0,POST,Stange::N,Stange [länglicher dünner Gegenstand aus Holz],pole [long and slender piece of wood],жердь [длинный тонкий шест из  дерева]
304_stick,stick,1295.0,STICK,Stock::N,Stock [rundes Holzstück als Werkzeug],stick [piece of wood used as a tool],палка [ветка без сучьев или предмет такой формы]
305_staff,staff,,,Stab::N,Stab [langer gerader Stock],staff [long straight stick],шест [длинная палка]
306_pipe,pipe,2956.0,TUBE,Rohr::N,Rohr [zylinderförmiger hohler Gegenstand],"pipe [hollow conduit, tube]",труба [длинный полый предмет цилиндрической формы]
307_house,house,1252.0,HOUSE,Haus::N,Haus [Gebäude],house [building],дом [здание]
308_home,home,2406.0,HOME,Zuhause::N,Zuhause [eigene Heimstatt],home [one’s own dwelling place],"дом [жилище, родной дом]"
309_stove,stove,859.0,STOVE,Ofen::N,Ofen [zum Heizen],stove [heater],печь [для отапливания]
310_floor,floor,1632.0,FLOOR,Fußboden::N,Fußboden [begehbare Fläche in einem Raum],floor [supporting surface of a room],"пол [нижнее покрытие, настил в помещении]"
311_table,table,1775.0,TABLE,Tisch::N,Tisch [],table [],стол []
312_chair,chair,1476.0,CHAIR,Stuhl::N,Stuhl [],chair [],стул []
313_cradle,cradle,2946.0,CRADLE,Wiege::N,Wiege [],cradle [],колыбель []
314_bed,bed,1663.0,BED,Bett::N,Bett [],bed [],кровать []
315_shelf,shelf,745.0,SHELF,Regal::N,Regal [],shelf [],полка []
316_box,box,1465.0,BOX,Kiste::N,Kiste [],box [],ящик []
317_window,window,1375.0,WINDOW,Fenster::N,Fenster [],window [],окно []
318_door,door,1567.0,DOOR,Tür::N,Tür [],door [],дверь []
319_gate,gate,2940.0,GATE,Tor::N,Tor [],gate [],ворота []
320_fence,fence,1690.0,FENCE,Zaun::N,Zaun [],fence [],забор []
321_roof,roof,769.0,ROOF,Dach::N,Dach [],roof [],крыша []
322_ladder,ladder,1464.0,LADDER,Leiter[Werkzeug]::N,Leiter [Steigleiter],ladder [],"лестница, стремянка []"
323_broom,broom,245.0,BROOM,Besen::N,Besen [],broom [],метла []
324_spade,spade,1176.0,SPADE,Spaten::N,Spaten [],spade [],лопата []
325_shovel,shovel,1901.0,SHOVEL,Schaufel::N,Schaufel [],shovel [],совок []
326_fork,fork,1302.0,FORK,Gabel::N,Gabel [],fork [for eating],вилка []
327_spoon,spoon,1378.0,SPOON,Löffel::N,Löffel [],spoon [],ложка []
328_knife,knife,1352.0,KNIFE,Messer::N,Messer [],knife [],нож []
329_nail,nail,502.0,NAIL (TOOL),Nagel[Werkzeug]::N,Nagel [spitzer Metallstift zum Fixieren],nail [spike-shaped metal fastener],гвоздь []
330_net,net,2963.0,NET,Netz::N,Netz [geknüpftes maschiges Gebilde],net [mesh of string],сеть [приспособление из переплетёных нитей/верёвок]
331_hook,hook,1071.0,HOOK,Haken::N,Haken [],hook [],крюк []
332_handle,handle,1254.0,HANDLE,Griff::N,Griff [zu greifender Teil eines Gegenstandes],handle [part of an object which is held],"рукоятка, ручка [часть предмета, за которую держат]"
333_lock,lock,1596.0,LOCK,Schloss[Technik]::N,Schloss [],lock [],замок []
334_picture,picture,3303.0,PICTURE (PAINTING),Bild::N,Bild [],picture [],картина []
335_figure,figure,1945.0,IDOL,Figur[Abbild]::N,Figur [BSP:Götterbild],figure [EX:representing a god],"фигура, изваяние [НАПР:изображение божества]"
336_doll,doll,1659.0,DOLL,Puppe::N,Puppe [],doll [],кукла []
337_pouch,pouch,2951.0,POUCH,Beutel::N,Beutel [],pouch [],мешок [мешочек]
338_bundle,bundle,2943.0,BUNDLE,Bündel::N,Bündel [zusammengebundene Gegenstände],bundle [group of objects tied together],"связка [несколько связанных объектов, НАПР:вязанка дров]"
339_bag,bag,2468.0,BAG,Tasche::N,Tasche [tragbares Behältnis],bag [container for carrying],сумка [для ношения предметов]
340_bucket,bucket,2052.0,BUCKET,Eimer::N,Eimer [],bucket [],ведро []
341_coverlid,"cover, lid",2319.0,"LID (COVER, CAP)",Deckel::N,Deckel [],"cover, lid [of a container]",крышка [верхняя закрывающая часть]
342_dishes,dishes,481.0,DISH,Geschirr::N,Geschirr [Kochgeschirr],"dishes [dishware, crockery]",посуда [кухонная утварь]
343_sack,sack,2990.0,SACK,Sack::N,Sack [],sack [],мешок [НАПР:для муки]
344_cup,cup,476.0,CUP,Tasse::N,Tasse [],cup [],чашка []
345_pot,pot,1462.0,POT,Topf::N,Topf [Kochtopf],pot [vessel for cooking],кастрюля []
346_kettle,kettle,854.0,KETTLE,Kessel::N,Kessel [],kettle [],котёл []
347_meal,meal,1526.0,MEAL,Essen[Mahlzeit]::N,Essen [Nahrungsaufnahme],meal [process of food intake],еда [приём пищи]
348_food,food,256.0,FOOD,Nahrung::N,Nahrung [],food [],пища []
349_dish,dish,,,Speise::N,Speise [],dish [],блюдо []
350_meat,meat,634.0,MEAT,Fleisch[Gastronomie]::N,Fleisch [Nahrungsmittel],meat [],мясо []
351_corn,corn,,,Getreide::N,Getreide [],corn [cereal plant grown for its grain],злак []
352_mush,mush,3651.0,MUSH (FOOD),Brei::N,Brei [],mush [],каша []
353_bread,bread,1368.0,BREAD,Brot::N,Brot [],bread [],хлеб [пищевой продукт]
354_slice,slice,2954.0,SLICE,Scheibe::N,Scheibe [BSP:Brot],slice [EX:of bread],"ломоть [кусок отрезанный ножом, ломтик НАПР:кусок хлеба]"
355_fat,fat,323.0,FAT (ORGANIC SUBSTANCE),Fett::N,Fett [],fat [],жир []
356_butter,butter,1245.0,BUTTER,Butter::N,Butter [],butter [],масло [сли́вочное]
357_oil,oil,1484.0,OIL (ORGANIC SUBSTANCE),Öl[Gastronomie]::N,Öl [Speiseöl],oil [liquid vegetable fat],масло [расти́тельное]
358_salt,salt,1274.0,SALT,Salz::N,Salz [],salt [],соль []
359_soup,soup,1547.0,SOUP,Suppe::N,Suppe [],soup [],суп []
360_honey,honey,942.0,HONEY,Honig::N,Honig [],honey [],мёд []
361_milk,milk,635.0,MILK,Milch::N,Milch [],milk [],молоко []
362_tea,tea,1373.0,TEA,Tee::N,Tee [Getränk],tea [drink],чай [напиток]
363_leather,leather,629.0,LEATHER,Leder::N,Leder [],leather [],кожа [обработанная шкура]
364_wool,wool,964.0,WOOL,Wolle::N,Wolle [],wool [],шерсть []
365_cloth,cloth,1616.0,CLOTH,Stoff::N,Stoff [Gewebe],cloth [woven fabric],ткань [тканая материя]
366_needle,needle,1382.0,NEEDLE (FOR SEWING),Nadel::N,Nadel [Nähnadel],needle [for sewing],игла []
367_thread,thread,1161.0,THREAD,Faden::N,Faden [],thread [],нитка []
368_button,button,757.0,BUTTON,Knopf::N,Knopf [an Kleidung],button [fastener on clothes],пуговица []
369_knot,knot,760.0,KNOT,Knoten::N,Knoten [aus Schnur],knot [looping of string],"узел [на верёвке, для завязания]"
370_paint,paint,647.0,PAINT (PIGMENTS),Farbe::N,Farbe [Mittel zum Einfärben],paint [substance for colouring],краска [вещество для придания цвета]
371_clothes,clothes,1895.0,CLOTHES,Kleidung::N,Kleidung [],clothes [],одежда []
372_shirt,shirt,1622.0,SHIRT,Hemd::N,Hemd [],shirt [],рубашка []
373_collar,collar,2012.0,COLLAR,Kragen::N,Kragen [BSP:Mantelkragen],collar [EX:on a coat],воротник []
374_sleeve,sleeve,2953.0,SLEEVE,Ärmel::N,Ärmel [],sleeve [],рукав []
375_trousers,trousers,809.0,TROUSERS,Hose::N,Hose [],trousers [],брюки []
376_belt,belt,772.0,BELT,Gürtel::N,Gürtel [[Kleidung]],belt [[clothing]],пояс [[одежда]]
377_cap,cap,1288.0,CAP,Mütze::N,Mütze [],cap [head covering],шапка []
378_shoe,shoe,1381.0,SHOE,Schuh::N,Schuh [],shoe [],ботинок []
379_boot,boot,585.0,BOOT,Stiefel::N,Stiefel [],boot [heavy shoe covering part of the leg],сапог []
380_ring,ring,1374.0,RING,Ring[Schmuck]::N,Ring [Schmuck],ring [jewellery],кольцо [украшение]
381_ribbon,ribbon,2969.0,RIBBON,Band::N,Band [Gewebestreifen],ribbon [strip of cloth],лента [узкая полоса ткани]
382_comb,comb,1475.0,COMB,Kamm::N,Kamm [zum Kämmen der Haare],comb [implement for grooming],расчёска [для расчёсывания волос]
383_mirror,mirror,1171.0,MIRROR,Spiegel::N,Spiegel [],mirror [],зеркало []
384_strap,strap,2973.0,STRAP,Riemen::N,Riemen [BSP:Lederstreifen],strap [EX:strip of leather],ремень [[Техника]] [НАПР:полоса из кожи или другого материала]
385_string,string,362.0,STRING,Schnur::N,Schnur [aus Fäden geflochten],string [made from twisted threads],верёвка [свитая из волокон или прядей]
386_leash,leash,2959.0,LEASH,Leine::N,Leine [BSP:Hundeleine],leash [EX:dog leash],поводок [НАПР:для собаки]
387_blanket,blanket,806.0,BLANKET,Wolldecke::N,Wolldecke [Bettdecke],blanket [for sleeping],одеяло [постельная принадлежность]
388_pillow,pillow,1044.0,PILLOW,Kopfkissen::N,Kopfkissen [Kopfkissen],pillow [for sleeping],подушка [постельная принадлежность]
389_scarf,scarf,,,Schultertuch::N,Schultertuch [Schultertuch],"scarf [light, worn around the shoulders]","платок [шаль, повязывается на голову или надевается на плечи]"
390_towel,towel,1021.0,TOWEL,Handtuch::N,Handtuch [zum Trockenreiben],towel [sed for wiping],полотенце [для вытирания]
391_force,force,,,Kraft::N,Kraft [die man ausübt],force [which is applied to produce an effect],сила [способность совершать работу НАПР:сила рук]
392_strength,strength,202.0,STRENGTH,Stärke::N,Stärke [Starksein],strength [being strong],"крепость [мощь, свойство быть сильным]"
393_health,health,1364.0,HEALTHY,Gesundheit::N,Gesundheit [],health [],здоровье []
394_illness,illness,1986.0,DISEASE,Krankheit::N,Krankheit [],illness [],болезнь []
395_pain,pain,1783.0,PAIN,Schmerz::N,Schmerz [],pain [],боль [ощущение]
396_wound,wound,1109.0,WOUND,Wunde::N,Wunde [],wound [],рана []
397_fever,fever,1534.0,FEVER,Fieber::N,Fieber [],fever [],лихорадка []
398_medicine,medicine,1372.0,MEDICINE,Medikament::N,Medikament [],medicine [drug],лекарство []
399_bridge,bridge,1011.0,BRIDGE,Brücke::N,Brücke [],bridge [],мост []
400_well,well,954.0,WELL,Brunnen::N,Brunnen [zur Gewinnung von Wasser],well [source of water],колодец [для добывания воды]
401_pasture,pasture,649.0,PASTURE,Weide::N,Weide [Viehweide],pasture [],пастбище []
402_path,path,2252.0,PATH,Pfad::N,Pfad [schmaler Weg für Fußgänger],path [trail used by pedestrians],"тропа [дорожка, тропинка, узкая дорога для пешеходов]"
403_way,way,2457.0,PATH OR ROAD,Weg::N,Weg [Verbindung zwischen Orten],way [connection between places],"путь [маршрут, линия в пространстве, где что-либо передвигается НАПР:водный путь]"
404_road,road,667.0,ROAD,Straße[Land]::N,Straße [befestigter Weg für Fahrzeuge],road [way for travelling by vehicle],дорога [путь для транспорта]
405_village,village,930.0,VILLAGE,Dorf::N,Dorf [],village [],деревня []
406_town,town,1391.0,TOWN,Stadt::N,Stadt [],town [],город []
407_letter,letter,1612.0,LETTER,Brief::N,Brief [],letter [written message],письмо []
408_book,book,963.0,BOOK,Buch::N,Buch [],book [],книга []
409_character,character,1024.0,CHARACTER,Buchstabe::N,Buchstabe [Schriftzeichen],"character [written symbol, letter]",буква [знак алфавита]
410_newspaper,newspaper,1298.0,NEWSPAPER,Zeitung::N,Zeitung [],newspaper [],газета []
411_life,life,210.0,LIFE,Leben::N,Leben [Zustand des Lebendigseins],life [state of being alive],"жизнь [существование, состояние организма]"
412_death,death,910.0,DEATH,Tod::N,Tod [],death [],смерть []
413_grave,grave,1773.0,GRAVE,Grab::N,Grab [],grave [],могила []
414_church,church,1349.0,CHURCH,Kirche[Gebäude]::N,Kirche [],church [],церковь []
415_sin,sin,2971.0,SIN,Sünde::N,Sünde [],sin [],грех []
416_god,god,3231.0,DEITY,Gott::N,Gott [],god [],бог []
417_worker,worker,2977.0,WORKER,Arbeiter::N,Arbeiter [],worker [],рабочий []
418_boss,boss,2930.0,BOSS,Chef::N,Chef [Vorgesetzter],boss [supervisor],начальник [руководитель]
419_master,master,383.0,MASTER,Meister::N,Meister [eines Handwerks],master [expert tradesman],"мастер [ремесленник, человек, занимающийся ремеслом НАПР:сапожный мастер]"
420_doctor,doctor,597.0,PHYSICIAN,Arzt::N,Arzt [],doctor [physician],врач []
421_teacher,teacher,1038.0,TEACHER,Lehrer::N,Lehrer [],teacher [],учитель []
422_money,money,1559.0,MONEY,Geld::N,Geld [],money [],деньги []
423_business,business,2931.0,BUSINESS,Geschäft::N,Geschäft [kaufmännische Tätigkeit],business [commercial activity],"бизнес [дело, коммерческая деятельность НАПР:у него своё дело/свой бизнес]"
424_shop,shop,746.0,SHOP,Laden::N,Laden [],shop [],магазин []
425_price,price,657.0,PRICE,Preis[Handel]::N,Preis [],price [],цена []
426_ware,ware,2957.0,WARE,Ware::N,Ware [],ware [],товар []
427_benefit,benefit,2929.0,BENEFIT,Nutzen::N,Nutzen [Vorteil],benefit [advantage],выгода [польза]
428_wealth,wealth,2996.0,WEALTH,Reichtum::N,Reichtum [],wealth [],богатство []
429_world,world,965.0,WORLD,Welt::N,Welt [Universum],world [universe],"мир [вселенная, свет]"
430_country,country,1300.0,COUNTRY,Land[Politik]::N,Land [abgegrenztes Gebiet],country [set region of land],страна [территория]
431_state,state,2955.0,STATE (POLITICS),Staat::N,Staat [souveräne politische Einheit],state [sovereign polity],государство [политическая организация]
432_king,king,1508.0,KING,König::N,König [],king [],король []
433_power,power,2526.0,POWER,Macht::N,Macht [Fähigkeit zur Beeinflussung],power [ability to control],власть [возможность влияния]
434_border,border,2546.0,BORDER,Grenze[Politik]::N,Grenze [zwischen Staaten],border [between states],граница [между государствами]
435_war,war,935.0,WAR,Krieg::N,Krieg [],war [],война []
436_enemy,enemy,1358.0,ENEMY,Feind::N,Feind [feindliche Person],enemy [hostile person],враг [человек в состоянии вражды]
437_violence,violence,2976.0,VIOLENCE,Gewalt::N,Gewalt [Gewalttätigkeit],violence [use of force],насилие [применение физической силы]
438_fight,fight,,,Kampf::N,Kampf [gewalttätige Auseinandersetzung],fight [physical confrontation],борьба [рукопашная схватка]
439_bow,bow,994.0,BOW,Bogen[Waffe]::N,Bogen [Waffe],bow [weapon],лук [оружие]
440_arrow,arrow,977.0,ARROW,Pfeil::N,Pfeil [Geschoss von Bogen],arrow [projectile shot from a bow],стрела [для стрельбы из лука]
441_gun,gun,1566.0,GUN,Gewehr::N,Gewehr [Schusswaffe],gun [firearm],ружьё [стрелковое оружие]
442_mistake,mistake,1293.0,MISTAKE,Fehler::N,Fehler [falsche Handlung oder Entscheidung],mistake [wrong action or decision],"ошибка [неправильное действие, поступок]"
443_lie,lie,2826.0,LIE (FALSEHOOD),Lüge::N,Lüge [],lie [],ложь []
444_damage,damage,2947.0,DAMAGE (INJURY),Schaden::N,Schaden [Beschädigung],"damage [material harm, detriment]",вред [ущерб]
445_misfortune,misfortune,56.0,BAD LUCK,Unglück::N,Unglück [unerwünschter Zustand],misfortune [undesirable condition],беда [неприятное обстоятельство]
446_fault,fault,134.0,FAULT,Schuld::N,Schuld [Verantwortung für Fehlverhalten],"fault [blame, responsibility]","вина [ответственность за проступок, преступление]"
447_age,age,1789.0,AGE,Lebensalter::N,Lebensalter [Lebensalter],age [number of years since birth],возраст [прожитые года]
448_end,end,743.0,END (OF TIME),Schluss::N,Schluss [zeitliches Ende],end [conclusion],конец [прекращение]
449_time,time,892.0,TIME,Zeit::N,Zeit [stetiger Lauf der Dinge],time [constant passing of events],время []
450_day,day,1225.0,DAY (NOT NIGHT),Tag::N,Tag [],day [],день []
451_morning,morning,1339.0,MORNING,Morgen::N,Morgen [],morning [],утро []
452_noon,noon,12.0,MIDDAY,Mittag::N,Mittag [],noon [],полдень [середина дня]
453_evening,evening,1629.0,EVENING,Abend::N,Abend [],evening [],вечер []
454_night,night,1233.0,NIGHT,Nacht::N,Nacht [],night [],ночь []
455_week,week,1469.0,WEEK,Woche::N,Woche [],week [],неделя []
456_month,month,1370.0,MONTH,Monat::N,Monat [],month [],месяц [период времени]
457_year,year,1226.0,YEAR,Jahr::N,Jahr [],year [],год []
458_spring,spring,1537.0,SPRINGTIME,Frühling::N,Frühling [],spring [],весна []
459_summer,summer,1342.0,SUMMER,Sommer::N,Sommer [],summer [],лето []
460_autumn,autumn,1276.0,AUTUMN,Herbst::N,Herbst [],autumn [],осень []
461_winter,winter,1471.0,WINTER,Winter::N,Winter [],winter [],зима []
462_january,January,2036.0,JANUARY,Januar::N,Januar [],January [],январь []
463_february,February,2037.0,FEBRUARY,Februar::N,Februar [],February [],февраль []
464_march,March,2846.0,MARCH,März::N,März [],March [],март []
465_april,April,2847.0,APRIL,April::N,April [],April [],апрель []
466_may,May,2848.0,MAY (MONTH),Mai::N,Mai [],May [],май []
467_june,June,2849.0,JUNE,Juni::N,Juni [],June [],июнь []
468_july,July,2850.0,JULY,Juli::N,Juli [],July [],июль []
469_august,August,2851.0,AUGUST,August::N,August [],August [],август []
470_september,September,2852.0,SEPTEMBER,September::N,September [],September [],сентябрь []
471_october,October,2853.0,OCTOBER,Oktober::N,Oktober [],October [],октябрь []
472_november,November,2854.0,NOVEMBER,November::N,November [],November [],ноябрь []
473_december,December,2855.0,DECEMBER,Dezember::N,Dezember [],December [],декабрь []
474_monday,Monday,1697.0,MONDAY,Montag::N,Montag [],Monday [],понедельник []
475_tuesday,Tuesday,1695.0,TUESDAY,Dienstag::N,Dienstag [],Tuesday [],вторник []
476_wednesday,Wednesday,1694.0,WEDNESDAY,Mittwoch::N,Mittwoch [],Wednesday [],среда [третий день недели]
477_thursday,Thursday,1693.0,THURSDAY,Donnerstag::N,Donnerstag [],Thursday [],четверг []
478_friday,Friday,1692.0,FRIDAY,Freitag::N,Freitag [],Friday [],пятница []
479_saturday,Saturday,1700.0,SATURDAY,Samstag::N,Samstag [],Saturday [],суббота []
480_sunday,Sunday,1699.0,SUNDAY,Sonntag::N,Sonntag [],Sunday [],воскресенье []
481_big,big,1202.0,BIG,groß[Gegenstand]::A,groß [BSP:Stein],big [EX:rock],большой [НАПР:о камне]
482_little,little,1246.0,SMALL,klein::A,klein [BSP:Stein],little [EX:rock],маленький [НАПР:о камне]
483_long,long,1203.0,LONG,lang[Gegenstand]::A,lang [Gegenstand],long [object],длинный [о предмете]
484_short,short,1645.0,SHORT,kurz[Gegenstand]::A,kurz [Gegenstand],short [object],короткий [о предмете]
485_wide,wide,1243.0,WIDE,breit::A,"breit [BSP:Fluss, Brücke]","wide [EX:river, bridge]","широкий [BSP:о реке, о мосте]"
486_narrow,narrow,1267.0,NARROW,schmal::A,"schmal [BSP:Fluss, Brücke]","narrow [EX:river, bridge]","узкий [BSP:о реке, о мосте]"
487_dense,dense,2239.0,DENSE,dicht::A,"dicht [BSP:Haar, Wald]","dense [EX:hair, forest]","густой [НАПР:о волосах, о лесе]"
488_thick,thick,1244.0,THICK,dick[Gegenstand]::A,dick [flacher Gegenstand],thick [flat object],толстый [о плоском предмете]
489_thin,thin,2249.0,THIN (OF SHAPE OF OBJECT),dünn[Buch]::A,dünn [flacher Gegenstand],thin [flat object],тонкий [о плоском предмете]
490_delicatefine,"delicate, fine",2157.0,FINE OR THIN,fein::A,"fein [BSP:Garn, Netz]","delicate, fine [EX:yarn, web]","тонкий, хрупкий [НАПР:о нити, о сети]"
491_firmsolid,"firm, solid",3003.0,SOLID,fest[Material]::A,"fest [BSP:Holz, Wand]","firm, solid [EX:wood, wall]","крепкий, прочный [НАПР:о дереве, о стене]"
492_flat,flat,1633.0,FLAT,flach::A,flach [Gegenstand],flat [object],плоский [о предмете]
493_smooth,smooth,1234.0,SMOOTH,glatt::A,glatt [Oberfläche],smooth [surface],гладкий [о поверхности]
494_hard,hard,1884.0,HARD,hart[Gegenstand]::A,hart [BSP:Schale],hard [BSP:shell],твёрдый [НАПР:о скорлупе]
495_soft,soft,1856.0,SOFT,weich[Gegenstand]::A,weich [BSP:Kissen],soft [EX:cushion],мягкий [НАПР:о подушке]
496_round,round,1395.0,ROUND,rund[kreisförmig]::A,rund [kreisförmig],round [circular],круглый [по форме близкий к кругу]
497_pointed,pointed,372.0,POINTED,spitz::A,spitz [BSP:Nadel],pointed [EX:needle],остроконечный [НАПР:об игле]
498_sharp,sharp,1396.0,SHARP,scharf[Klinge]::A,scharf [BSP:Messer],sharp [EX:knife],острый [НАПР:о ноже]
499_blunt,blunt,379.0,BLUNT,stumpf::A,stumpf [BSP:Messer],blunt [EX:knife],тупой [НАПР:о ноже]
500_heavy,heavy,1210.0,HEAVY,schwer[Gewicht]::A,schwer [an Gewicht],heavy [of weight],тяжёлый [о весе]
501_beautiful,beautiful,1427.0,BEAUTIFUL,schön[Gegenstand]::A,schön [BSP:Blume],beautiful [EX:flower],красивый [НАПР:о цветке]
502_hot,hot,1286.0,HOT,heiß::A,heiß [BSP:Feuer],hot [EX:fire],жаркий [НАПР:об огне]
503_warm,warm,1232.0,WARM,warm::A,warm [],warm [],тёплый []
504_cold,cold,1287.0,COLD,kalt::A,kalt [],cold [],холодный []
505_cool,cool,2483.0,COLD (OF WEATHER),kühl::A,kühl [],cool [],прохладный []
506_fresh,fresh,243.0,FRESH,frisch::A,frisch [BSP:Luft],fresh [EX:air],свежий [НАПР:о воздухе]
